email_text,intent,tags
please help with the integration options for our company,Not Interested,Unsubscribe
can you explain the technical configuration help for our sales department,Demo Request,"Demo,Sales"
could you share the pricing details for our company,Not Interested,Unsubscribe
i would like to know the product demo as soon as possible,Complaint,"Complaint,Support"
i need assistance with the pricing details for our sales department,Complaint,"Complaint,Support"
i need assistance with the technical configuration help for our startup team,Pricing Inquiry,"Pricing,Sales"
can you help me with the api availability this week,Demo Request,"Demo,Sales"
please provide the technical configuration help for evaluation purposes,Support Request,"Support,Technical"
can you explain the pricing details for evaluation purposes,Complaint,"Complaint,Support"
can you explain the technical configuration help for our internal tools,General Question,"Question,General"
i would like to know the crm subscription price as soon as possible,Demo Request,"Demo,Sales"
can you explain the password reset for our startup team,Pricing Inquiry,"Pricing,Sales"
i need assistance with the technical configuration help for our organization,Not Interested,Unsubscribe
i need assistance with the remove from mailing list for our startup team,Not Interested,Unsubscribe
please provide the account setup help for our internal tools,Complaint,"Complaint,Support"
please provide the third party integrations as soon as possible,Not Interested,Unsubscribe
kindly send the platform walkthrough as soon as possible,Demo Request,"Demo,Sales"
could you share the platform walkthrough for our sales department,Not Interested,Unsubscribe
can you help me with the dashboard issue this week,General Question,"Question,General"
can you help me with the unsubscribe request for our sales department,Complaint,"Complaint,Support"
kindly send the account setup help for our internal tools,Complaint,"Complaint,Support"
i would like to know the login problem for our company,General Question,"Question,General"
could you share the remove from mailing list as soon as possible,Pricing Inquiry,"Pricing,Sales"
i need assistance with the api availability this week,Demo Request,"Demo,Sales"
please help with the account setup help for our organization,Not Interested,Unsubscribe
i need assistance with the password reset for our company,Not Interested,Unsubscribe
please provide the stop promotional emails for our sales department,Demo Request,"Demo,Sales"
i want to understand the enterprise plan cost as soon as possible,Not Interested,Unsubscribe
i need assistance with the unsubscribe request before we make a decision,Not Interested,Unsubscribe
i want to understand the third party integrations for evaluation purposes,Complaint,"Complaint,Support"
i want to understand the crm subscription price for our organization,Not Interested,Unsubscribe
can you help me with the password reset before we make a decision,Complaint,"Complaint,Support"
i want to understand the unsubscribe request for evaluation purposes,Not Interested,Unsubscribe
i want to understand the api availability for our company,Complaint,"Complaint,Support"
please help with the unsubscribe request for our sales department,Not Interested,Unsubscribe
please provide the crm subscription price as soon as possible,Demo Request,"Demo,Sales"
kindly send the technical configuration help as soon as possible,Pricing Inquiry,"Pricing,Sales"
can you explain the live demo session for our sales department,Pricing Inquiry,"Pricing,Sales"
i want to understand the remove from mailing list for our company,Not Interested,Unsubscribe
i want to understand the dashboard issue this week,General Question,"Question,General"
please help with the api availability for our startup team,Pricing Inquiry,"Pricing,Sales"
please help with the api availability before we make a decision,Complaint,"Complaint,Support"
can you help me with the live demo session for our organization,Support Request,"Support,Technical"
please provide the account setup help this week,Demo Request,"Demo,Sales"
could you share the product demo for our organization,Complaint,"Complaint,Support"
can you help me with the login problem for our sales department,Pricing Inquiry,"Pricing,Sales"
i want to understand the integration options before we make a decision,Demo Request,"Demo,Sales"
i would like to know the technical configuration help for our sales department,General Question,"Question,General"
could you share the dashboard issue before we make a decision,Demo Request,"Demo,Sales"
kindly send the stop promotional emails as soon as possible,Support Request,"Support,Technical"
i need assistance with the pricing details as soon as possible,Pricing Inquiry,"Pricing,Sales"
could you share the third party integrations for our company,General Question,"Question,General"
could you share the product demo for our internal tools,Pricing Inquiry,"Pricing,Sales"
i want to understand the dashboard issue as soon as possible,Pricing Inquiry,"Pricing,Sales"
i would like to know the crm subscription price for our startup team,General Question,"Question,General"
kindly send the pricing details for our startup team,Support Request,"Support,Technical"
i need assistance with the remove from mailing list for our sales department,General Question,"Question,General"
can you help me with the remove from mailing list for our sales department,Complaint,"Complaint,Support"
please help with the password reset as soon as possible,General Question,"Question,General"
can you explain the account setup help as soon as possible,Demo Request,"Demo,Sales"
please provide the password reset for our internal tools,Complaint,"Complaint,Support"
kindly send the product demo this week,Complaint,"Complaint,Support"
kindly send the crm subscription price for evaluation purposes,Demo Request,"Demo,Sales"
i would like to know the stop promotional emails for our internal tools,Demo Request,"Demo,Sales"
i want to understand the enterprise plan cost this week,Not Interested,Unsubscribe
i would like to know the api availability for our startup team,Support Request,"Support,Technical"
i need assistance with the account setup help for evaluation purposes,Support Request,"Support,Technical"
i want to understand the technical configuration help for evaluation purposes,Not Interested,Unsubscribe
can you explain the platform walkthrough for our internal tools,Pricing Inquiry,"Pricing,Sales"
can you help me with the enterprise plan cost for our company,Complaint,"Complaint,Support"
can you explain the product demo for evaluation purposes,Demo Request,"Demo,Sales"
could you share the remove from mailing list this week,Support Request,"Support,Technical"
could you share the unsubscribe request for our organization,Support Request,"Support,Technical"
kindly send the login problem as soon as possible,Complaint,"Complaint,Support"
please provide the api availability this week,Demo Request,"Demo,Sales"
please help with the product demo for evaluation purposes,Pricing Inquiry,"Pricing,Sales"
i want to understand the login problem for evaluation purposes,General Question,"Question,General"
please provide the password reset for our startup team,Pricing Inquiry,"Pricing,Sales"
can you explain the password reset for our sales department,Demo Request,"Demo,Sales"
can you explain the enterprise plan cost for our internal tools,Complaint,"Complaint,Support"
i want to understand the dashboard issue for evaluation purposes,Not Interested,Unsubscribe
please provide the integration options before we make a decision,Pricing Inquiry,"Pricing,Sales"
please help with the third party integrations as soon as possible,General Question,"Question,General"
i need assistance with the live demo session this week,General Question,"Question,General"
i would like to know the login problem for our startup team,Complaint,"Complaint,Support"
could you share the live demo session for our startup team,Support Request,"Support,Technical"
can you explain the third party integrations for our internal tools,Demo Request,"Demo,Sales"
please provide the enterprise plan cost as soon as possible,Support Request,"Support,Technical"
could you share the technical configuration help for our internal tools,Not Interested,Unsubscribe
can you explain the account setup help before we make a decision,General Question,"Question,General"
can you explain the api availability for our company,Pricing Inquiry,"Pricing,Sales"
i would like to know the product demo for our company,Demo Request,"Demo,Sales"
i would like to know the third party integrations this week,Not Interested,Unsubscribe
i would like to know the account setup help for evaluation purposes,Complaint,"Complaint,Support"
kindly send the stop promotional emails for our startup team,Demo Request,"Demo,Sales"
can you explain the login problem for evaluation purposes,Demo Request,"Demo,Sales"
kindly send the product demo for our organization,Support Request,"Support,Technical"
kindly send the crm subscription price for our internal tools,Demo Request,"Demo,Sales"
can you explain the api availability for evaluation purposes,Pricing Inquiry,"Pricing,Sales"
can you help me with the unsubscribe request as soon as possible,Complaint,"Complaint,Support"
kindly send the unsubscribe request for our company,Pricing Inquiry,"Pricing,Sales"
can you help me with the platform walkthrough for our organization,Complaint,"Complaint,Support"
i would like to know the unsubscribe request for our company,Support Request,"Support,Technical"
can you explain the product demo before we make a decision,Not Interested,Unsubscribe
please provide the crm subscription price for evaluation purposes,Support Request,"Support,Technical"
can you help me with the pricing details for our company,Demo Request,"Demo,Sales"
can you help me with the enterprise plan cost for our internal tools,General Question,"Question,General"
