email_text,intent,tags
does the platform support third party integrations as soon as possible,General Question,"Question,General"
"hi team, how much does the enterprise crm plan cost",Pricing Inquiry,"Pricing,Sales"
i am facing issues while accessing the reporting page for our company,Complaint,"Complaint,Support"
"hello, can your system integrate with slack",General Question,"Question,General"
kindly unsubscribe me from future emails as soon as possible,Not Interested,Unsubscribe
"hi team, can you share pricing details for the enterprise plan",Pricing Inquiry,"Pricing,Sales"
"hello, how can i import my contacts into the crm",Support Request,"Support,Technical"
"hi team, i am not interested in this service",Not Interested,Unsubscribe
can we arrange a product demo this week as soon as possible,Demo Request,"Demo,Sales"
the login page is not working for our team for our company,Complaint,"Complaint,Support"
"hello, i am not interested in this service",Not Interested,Unsubscribe
"hi team, please book a demo session for our team",Demo Request,"Demo,Sales"
"hello, can your system integrate with slack",General Question,"Question,General"
please help us resolve login issues for our company,Support Request,"Support,Technical"
"hi team, we are not looking for a crm solution right now",Not Interested,Unsubscribe
is it possible to get a quick demo of the crm features,Demo Request,"Demo,Sales"
how much does the enterprise crm plan cost as soon as possible,Pricing Inquiry,"Pricing,Sales"
"hi team, i would like to schedule a demo for your crm",Demo Request,"Demo,Sales"
"hello, is there an api available for integration",General Question,"Question,General"
"hi team, i need help resetting my account password",Support Request,"Support,Technical"
"hello, is it possible to get a quick demo of the crm features",Demo Request,"Demo,Sales"
"hello, could you send pricing for the premium package",Pricing Inquiry,"Pricing,Sales"
can we arrange a product demo this week for our company,Demo Request,"Demo,Sales"
"hello, do you offer discounts for yearly subscriptions",Pricing Inquiry,"Pricing,Sales"
kindly unsubscribe me from future emails as soon as possible,Not Interested,Unsubscribe
"hello, please help us resolve login issues",Support Request,"Support,Technical"
please remove me from your mailing list as soon as possible,Not Interested,Unsubscribe
"hi team, please book a demo session for our team",Demo Request,"Demo,Sales"
"hi team, can you assist with setting up user roles",Support Request,"Support,Technical"
we are not looking for a crm solution right now,Not Interested,Unsubscribe
please help us resolve login issues as soon as possible,Support Request,"Support,Technical"
"hello, we are interested in seeing a demo of your platform",Demo Request,"Demo,Sales"
"hi team, please stop sending promotional emails",Not Interested,Unsubscribe
"hi team, what is the cost of your crm for a small team",Pricing Inquiry,"Pricing,Sales"
we are experiencing frequent system errors as soon as possible,Complaint,"Complaint,Support"
can we arrange a product demo this week as soon as possible,Demo Request,"Demo,Sales"
can you assist with setting up user roles for our company,Support Request,"Support,Technical"
"hello, can your system integrate with slack",General Question,"Question,General"
"hi team, do you offer discounts for yearly subscriptions",Pricing Inquiry,"Pricing,Sales"
please book a demo session for our team,Demo Request,"Demo,Sales"
i am facing issues while accessing the reporting page as soon as possible,Complaint,"Complaint,Support"
does the platform support third party integrations for our company,General Question,"Question,General"
please help us resolve login issues as soon as possible,Support Request,"Support,Technical"
i am facing issues while accessing the reporting page as soon as possible,Complaint,"Complaint,Support"
please book a demo session for our team,Demo Request,"Demo,Sales"
could you send pricing for the premium package for our company,Pricing Inquiry,"Pricing,Sales"
what integrations are available with your crm,General Question,"Question,General"
"hello, i am facing issues while accessing the reporting page",Complaint,"Complaint,Support"
please book a demo session for our team,Demo Request,"Demo,Sales"
we are not looking for a crm solution right now as soon as possible,Not Interested,Unsubscribe
we are interested in seeing a demo of your platform,Demo Request,"Demo,Sales"
please stop sending promotional emails as soon as possible,Not Interested,Unsubscribe
please remove me from your mailing list as soon as possible,Not Interested,Unsubscribe
"hi team, can you share pricing details for the enterprise plan",Pricing Inquiry,"Pricing,Sales"
what is the cost of your crm for a small team,Pricing Inquiry,"Pricing,Sales"
i am not interested in this service for our company,Not Interested,Unsubscribe
"hi team, please remove me from your mailing list",Not Interested,Unsubscribe
can you share pricing details for the enterprise plan,Pricing Inquiry,"Pricing,Sales"
"hi team, we are interested in seeing a demo of your platform",Demo Request,"Demo,Sales"
"hi team, your platform keeps crashing when exporting data",Complaint,"Complaint,Support"
how can i import my contacts into the crm,Support Request,"Support,Technical"
does the platform support third party integrations,General Question,"Question,General"
i would like to schedule a demo for your crm as soon as possible,Demo Request,"Demo,Sales"
i need help resetting my account password as soon as possible,Support Request,"Support,Technical"
does the platform support third party integrations,General Question,"Question,General"
please stop sending promotional emails as soon as possible,Not Interested,Unsubscribe
i am facing issues while accessing the reporting page for our company,Complaint,"Complaint,Support"
do you offer discounts for yearly subscriptions for our company,Pricing Inquiry,"Pricing,Sales"
"hello, i need help resetting my account password",Support Request,"Support,Technical"
"hi team, do you offer discounts for yearly subscriptions",Pricing Inquiry,"Pricing,Sales"
can you assist with setting up user roles,Support Request,"Support,Technical"
do you offer discounts for yearly subscriptions for our company,Pricing Inquiry,"Pricing,Sales"
we are experiencing frequent system errors for our company,Complaint,"Complaint,Support"
"hi team, what is the cost of your crm for a small team",Pricing Inquiry,"Pricing,Sales"
does your crm integrate with google workspace as soon as possible,General Question,"Question,General"
"hi team, how much does the enterprise crm plan cost",Pricing Inquiry,"Pricing,Sales"
can you assist with setting up user roles as soon as possible,Support Request,"Support,Technical"
please help us resolve login issues for our company,Support Request,"Support,Technical"
please remove me from your mailing list,Not Interested,Unsubscribe
"hi team, can we arrange a product demo this week",Demo Request,"Demo,Sales"
"hello, i need technical support for configuring integrations",Support Request,"Support,Technical"
"hi team, can you share pricing details for the enterprise plan",Pricing Inquiry,"Pricing,Sales"
"hi team, is it possible to get a quick demo of the crm features",Demo Request,"Demo,Sales"
"hi team, is it possible to get a quick demo of the crm features",Demo Request,"Demo,Sales"
do you offer discounts for yearly subscriptions,Pricing Inquiry,"Pricing,Sales"
"hello, please remove me from your mailing list",Not Interested,Unsubscribe
"hello, is it possible to get a quick demo of the crm features",Demo Request,"Demo,Sales"
i need help resetting my account password,Support Request,"Support,Technical"
please help us resolve login issues for our company,Support Request,"Support,Technical"
"hello, i need help resetting my account password",Support Request,"Support,Technical"
can you assist with setting up user roles as soon as possible,Support Request,"Support,Technical"
kindly unsubscribe me from future emails as soon as possible,Not Interested,Unsubscribe
is there an api available for integration,General Question,"Question,General"
"hi team, can your system integrate with slack",General Question,"Question,General"
your platform keeps crashing when exporting data,Complaint,"Complaint,Support"
please remove me from your mailing list,Not Interested,Unsubscribe
i need help resetting my account password,Support Request,"Support,Technical"
can you share pricing details for the enterprise plan for our company,Pricing Inquiry,"Pricing,Sales"
does the platform support third party integrations for our company,General Question,"Question,General"
the login page is not working for our team,Complaint,"Complaint,Support"
please remove me from your mailing list,Not Interested,Unsubscribe
please remove me from your mailing list,Not Interested,Unsubscribe
"hello, how can i import my contacts into the crm",Support Request,"Support,Technical"
we are interested in seeing a demo of your platform for our company,Demo Request,"Demo,Sales"
could you send pricing for the premium package,Pricing Inquiry,"Pricing,Sales"
can you assist with setting up user roles,Support Request,"Support,Technical"
what integrations are available with your crm as soon as possible,General Question,"Question,General"
does the platform support third party integrations for our company,General Question,"Question,General"
"hello, kindly unsubscribe me from future emails",Not Interested,Unsubscribe
the login page is not working for our team for our company,Complaint,"Complaint,Support"
